SerialNo,QRText,QRValue
0002520,A1784077932,6300887799437696
0002521,A1622050431,4575127971482314
0002522,A2033272185,8184393467422079
0002523,A1150828597,3864619389450324
0002524,A1022415866,9889202522061424
0002525,A2016428674,7019786383437424
0002526,A1175664727,7446805140044613
0002527,A2140499776,1249427024038537
0002528,A1761888422,1421743523886213
0002529,A1426701193,7058267578571544
0002530,A1107836889,8412347928090789
0002531,A1116364427,4056089039372235
0002532,A1227496990,9158277769002323
0002533,A1877667734,7533067273138190
0002534,A1220815834,9122153987727295
0002535,A1335282021,5732122393804811
0002536,A1389303123,4903136411931537
0002537,A1181982764,8453603124657731
0002538,A1714190646,7204494660514607
0002539,A1961325580,8903215741533843
0002540,A1606841652,5757487221261258
0002541,A2005329993,1337194654522713
0002542,A1782322931,9263137968331135
0002543,A1926773947,7187787578615085
0002544,A1184044921,4494015599137377
0002545,A1725546551,8213310121272729
0002546,A1335463554,4345980256896210
0002547,A1256034217,1293322331551311
0002548,A1849647985,9418455399587446
0002549,A1043770872,5311100068515942
0002550,A1877922241,4244399512550620
0002551,A1350218125,3124156327755799
0002552,A1661421456,3846860087849593
0002553,A1423352386,6493746764689843
0002554,A1324784741,5784482477153487
0002555,A1297280526,9983825849595876
0002556,A1197881677,9910932789911844
0002557,A1500326824,5908791655572355
0002558,A1951616252,3751470054641649
0002559,A2016287348,2221052719187392
0002560,A1572916481,6792647649520379
0002561,A2145127389,1383156039433880
0002562,A1842309932,8696662023698591
0002563,A1910102159,1502949053664500
0002564,A1298640719,9310665978522333
0002565,A2048116248,9460772455088398
0002566,A1566064174,5332355494346293
0002567,A1637383447,8791270454001672
0002568,A1874689781,3961574883356078
0002569,A1598964336,5283084693726862
0002570,A1804693946,7216698326258073
0002571,A1875430596,8826931497010989
0002572,A1193407914,3565848254013263
0002573,A1480918148,5725198522871637
0002574,A1330185673,4413877394079836
0002575,A1462147055,2581874365981256
0002576,A1854875591,9243126442906975
0002577,A2141787674,4531212468886971
0002578,A1189221300,9494369480013770
0002579,A2090347972,3121109474215811
0002580,A1587483595,2908620044135774
0002581,A1254635911,1826742842862506
0002582,A1349426973,5476093314837344
0002583,A1911756633,7703690268949241
0002584,A1013707776,1667821496071567
0002585,A1911288883,3409428653773931
0002586,A1636494331,4235675323797005
0002587,A1221525820,7992824260399581
0002588,A1647944336,7356089836854859
0002589,A1603972930,6382110393325619
0002590,A1216711460,2965075714447388
0002591,A1889904829,9164180538165785
0002592,A1876369769,1592555535871345
0002593,A1653011662,1884091671057809
0002594,A1652075595,9553867725394361
0002595,A1815449480,9847811438633909
0002596,A1800884978,4336644070849408
0002597,A1334553187,4559687088854340
0002598,A1642830623,3870297949157957
0002599,A1940123055,6915184044706528
0002600,A1076596403,8003532590939828
0002601,A1146772391,6451412357386144
0002602,A1694888733,3127768225036407
0002603,A1738288219,1273879228168730
0002604,A1228254724,9870450333515836
0002605,A1544916975,6623090884389563
0002606,A1446310198,8686215375082783
0002607,A2124801080,8455569630454662
0002608,A1286567611,9075737884053885
0002609,A1198808509,2937864562938826
0002610,A2007335442,9499967046773714
0002611,A2034836659,5520968338805589
0002612,A1893991510,4963218841024554
0002613,A1739594219,1945587977200431
0002614,A1173365676,1490961940627647
0002615,A1544170894,1833725346892366
0002616,A1705555885,1767961172472070
0002617,A1698287061,4873097182289685
0002618,A1760191920,1778669695479627
0002619,A1771174887,8903551173756743
0002620,A1807474797,4890880611899037
0002621,A1664234692,7889795517739121
0002622,A1910273471,3673776953494820
0002623,A2080040250,7262121426598720
0002624,A1552896002,7699700377406273
0002625,A2120484009,8462344779646077
0002626,A2017779928,7979553282420125
0002627,A1473802623,6025454021699033
0002628,A2025936522,3423943356268698
0002629,A1694661467,3154107047422986
0002630,A1424899950,1963281360596675
0002631,A1730154179,9467595670547071
0002632,A1832580915,6149992036011663
0002633,A1291824551,7128566281599482
0002634,A2063303559,7062825745058395
0002635,A1584876883,2140338271733967
0002636,A1062262611,7174139333163248
0002637,A1201874896,8065815119239979
0002638,A2037027090,3617073988654265
0002639,A2022535477,7163082454658521
0002640,A1656238541,2691098615196699
0002641,A1077414770,6138428462988400
0002642,A1714015890,8609719882321045
0002643,A1087453584,3258095633123527
0002644,A1556330857,6693848718509869
0002645,A1010463057,5376397389626281
0002646,A1849656023,4459340522836051
0002647,A1950304272,5960061659799676
0002648,A1181809073,2749241038974660
0002649,A1527290359,7593119268505217
0002650,A1916620217,8510138989869094
0002651,A1909739586,7141810254374676
0002652,A1846623426,8732571119243973
0002653,A1918879339,8987130535306182
0002654,A2012500321,9802420849160437
0002655,A1000506441,7219913523719664
0002656,A1009308770,9051597282406765
0002657,A2135090610,2355936537037418
0002658,A1405730720,7693569167310368
0002659,A1578803790,9181209343891874
0002660,A1306170825,2464534820166006
0002661,A1176149308,3496639547479565
0002662,A1423987958,7228127295520383
0002663,A1690213874,3441785966438260
0002664,A1897361654,9457064154722099
0002665,A1988491732,9512180861576407
0002666,A1135648365,2422001655293273
0002667,A1194498435,5062658585415219
0002668,A1970241432,8286482271542023
0002669,A1673594280,4953067094482409
0002670,A1982555918,3100576095513617
0002671,A1833227383,5805625475225956
0002672,A1193034502,7559709173057812
0002673,A1021430807,6678528999917861
0002674,A1232037509,4659491666098112
0002675,A1203595540,2864567328988722
0002676,A1922007181,5429260281813882
0002677,A1073106964,4475778377592077
0002678,A2002117876,1875874374018761
0002679,A1315568029,3771737652101572
0002680,A1840691671,8042275332750602
0002681,A1013233978,7707088413412098
0002682,A1776778125,1503021046514387
0002683,A1886063182,7238969029524716
0002684,A2001097817,1895836757434726
0002685,A1578528248,9705571514031668
0002686,A1246289597,7012994564219148
0002687,A1542546860,8051635695238066
0002688,A1161521424,8133034586247976
0002689,A1228496378,8675349749297510
0002690,A1015391520,9038938947879715
0002691,A1267188251,3574332986362534
0002692,A1856370361,2716130569524030
0002693,A1671737111,5504386123615463
0002694,A1924034600,1281917781902910
0002695,A1666677377,2721536635799415
0002696,A1257002564,4322318821703026
0002697,A1764824543,1543367967587429
0002698,A1992986757,3338423999906395
0002699,A1350779821,8836944595740538
0002700,A1218839430,5300310228276712
0002701,A2111999340,7828894582000300
0002702,A1913460742,6756235483215036
0002703,A1778659343,7820815079894410
0002704,A1439966105,6663109125086083
0002705,A1517689612,7007896577697179
0002706,A1170020826,6037936064114979
0002707,A1643209992,9776418753530308
0002708,A1351824659,4122010184955709
0002709,A1896213860,4307381512359090
0002710,A1974801873,4965472438791859
0002711,A1813227937,4552189212040759
0002712,A2088053567,8525745634530230
0002713,A2146241940,8064416559653011
0002714,A1542943091,5908515965015037
0002715,A1405554069,3547945648802587
0002716,A1541884446,4727873863305272
0002717,A1283163477,2417737737990085
0002718,A1403220137,6671555955238913
0002719,A1825504884,6962239247068844
0002720,A2109802718,1135271534488538
0002721,A1903400449,8461605238553425
0002722,A1524050064,7072414431109198
0002723,A1166325515,5526493484821508
0002724,A1550370764,2343254679735193
0002725,A1056889283,1786418248679028
0002726,A2001055432,9578586715740645
0002727,A1460945739,3779093895795076
0002728,A1497929067,6424692135477346
0002729,A1010222470,4215793278806332
0002730,A1596715029,3059234625635064
0002731,A1987618591,1285801879291449
0002732,A1320842450,7172843174469106
0002733,A1337380747,9070606364755310
0002734,A1225587497,3945602192013803
0002735,A1873155552,7904226610744831
0002736,A1615241095,3716359158851376
0002737,A1083637340,8623113273836523
0002738,A1399428854,6089146873561776
0002739,A1365836427,4180212930369130
0002740,A1039219447,5030077738566211
0002741,A1539353853,6624347834672587
0002742,A1754616418,6570556320574527
0002743,A1005657659,7929749546135750
0002744,A1818664841,6205365715079804
0002745,A1522555560,2845973298334915
0002746,A1048210544,7057005185204653
0002747,A1315335082,5254688214994341
0002748,A1254422061,5024196044361213
0002749,A1532923785,5613318551966549
0002750,A1073052283,9647100939926301
0002751,A1562266676,3338553250405285
0002752,A1333906257,7539052273212542
0002753,A1731090090,1929731923336702
0002754,A2022156799,5781114657866095
0002755,A1162121922,4234996234177474
0002756,A1749137503,9034286442431735
0002757,A1831630631,3491218871232077
0002758,A1448340685,7834356297753894
0002759,A1300537067,3234790926001517
0002760,A2023955424,2738790519572378
0002761,A1747241067,9471407082826484
0002762,A1079169353,3010994638668124
0002763,A1697090175,2479623453069209
0002764,A1320305686,4644005661272732
0002765,A1788805144,4456221294735734
0002766,A1600876572,1723932917891998
0002767,A1129840816,8304181865790319
0002768,A1121567152,4050281071558820
0002769,A1748340686,1893549955041969
0002770,A1543797487,1261722853042612
0002771,A1601931999,7702984191909413
0002772,A1047994455,3156232563097074
0002773,A1829243211,1650617622240015
0002774,A2090228675,1408220175546630
0002775,A2011857785,5010448888472131
0002776,A1126979839,7329652343781350
0002777,A1038480983,7644362325108580
0002778,A1103394903,8012763444346085
0002779,A1558213286,5907316264211260
0002780,A1143660670,4751522521174447
0002781,A1938720097,2202312722179005
0002782,A1000339099,7791134669410213
0002783,A1756871527,6810362622999887
0002784,A1403387174,8208863510733153
0002785,A2092047207,2467438878959617
0002786,A2023092453,3017228890398321
0002787,A1931842003,5873487845638974
0002788,A1143570853,4963323136173603
0002789,A1356153845,4910150596902206
0002790,A1606423796,5998226572489161
0002791,A2133277983,6377194568990949
0002792,A1013585807,2188319492059073
0002793,A1680427522,8933592872193141
0002794,A1243035995,5059602515192897
0002795,A1264959882,7137949894354987
0002796,A1183284084,2245753765453246
0002797,A1706167397,6353836838900874
0002798,A1813603370,3818097488780346
0002799,A1835565370,7236553472389894
0002800,A1969055065,7209256238809840
0002801,A1796965729,2179999018121360
0002802,A1516504383,4275284528316689
0002803,A1404707314,9458641212791193
0002804,A1980467961,3687606340836358
0002805,A1232112741,6402476918138852
0002806,A1388181951,9047915578253732
0002807,A1405681561,2355860536643967
0002808,A1400968531,9217686096443896
0002809,A1428244561,3507287535590970
0002810,A1895172433,3553009549517659
0002811,A1250778455,7736222227243365
0002812,A1425631020,5655391138796035
0002813,A2110146273,8027073738626652
0002814,A1841976313,8263322327871124
0002815,A1671431610,7848592236662305
0002816,A2122806574,5560775774156204
0002817,A1900666226,4508939581886378
0002818,A2072720784,5418678658533957
0002819,A1027614484,4105904629623128
0002820,A1148885537,1692243717679970
0002821,A2054737886,6153159869056316
0002822,A1679227876,6723136459513840
0002823,A1173308188,8482187817470858
0002824,A1884108306,4337453920208417
0002825,A1505238075,6578031540925380
0002826,A1111852164,7878690623690937
0002827,A1762204434,4552377179465117
0002828,A1655783920,9956910790440699
0002829,A1734788353,3553301533175435
0002830,A1748534292,4121742725494864
0002831,A1116952897,8539407273348300
0002832,A1267066392,8331257931101625
0002833,A1622379920,9938851821254558
0002834,A1856130721,8447152270785877
0002835,A1722727859,1129867811714855
0002836,A1786382801,5450908188406469
0002837,A1224506148,9339302862272138
0002838,A1075634367,5189587171398665
0002839,A1359734241,4129095261962490
0002840,A1874836650,9564225241698348
0002841,A1335809874,5488358353604451
0002842,A2045179025,7016990857980466
0002843,A1469959794,2868039882467735
0002844,A1125251102,5995803679398387
0002845,A1031063385,9263312661052248
0002846,A1110658724,9474941998270428
0002847,A2003740218,9595331781023933
0002848,A1443297991,5110083147824398
0002849,A1678580086,1324071543498201
0002850,A1024857489,9273182852021626
0002851,A1754013214,8019918913746265
0002852,A1886829036,5081005939587938
0002853,A1219060073,7470935141128769
0002854,A1557605504,3481784435828683
0002855,A1075717786,1778482043434991
0002856,A1929127088,1349581359262743
0002857,A1131914939,2953561246541532
0002858,A1684564035,8988977199688933
0002859,A1646089579,9156943813782751
0002860,A1073694618,3875326766929193
0002861,A1184646250,4491048135948568
0002862,A1388182361,5068462179758846
0002863,A1837052623,3288016851823067
0002864,A1273666052,9149781130040067
0002865,A1728545773,4499145671135473
0002866,A1576231230,3883023043316011
0002867,A1055964139,8034897399744901
0002868,A1946488595,9160321673196216
0002869,A1069870203,1544707190309416
0002870,A1051730240,2888179459240619
0002871,A1329011443,2140137445956083
0002872,A1818532928,3925212289907361
0002873,A2145955139,7549262467100198
0002874,A1684361100,1722162980615643
0002875,A1094854525,8888210638037800
0002876,A1210390676,9655040154898315
0002877,A1364051426,1547916462739207
0002878,A1770939948,1139064558404292
0002879,A1729089330,4024680753307264
0002880,A1672582899,3496601445237549
0002881,A2012965784,7159478913998373
0002882,A2052911193,9565912280096436
0002883,A1944557333,9294208215739333
0002884,A1908145488,5531513463337604
0002885,A1844239587,5071326173127344
0002886,A1243894562,7679578012721110
0002887,A1448263414,8897862818896669
0002888,A1451485119,7550387023402630
0002889,A2102877286,6533844620010728
0002890,A1988771247,1701528499005314
0002891,A1466644595,4712776350526609
0002892,A1278744800,7422671545626838
0002893,A1849358094,2485722993222983
0002894,A1611243669,4241748013608319
0002895,A1499269906,5732534760164028
0002896,A2139854192,9425092560677383
0002897,A1959767406,4805503363451026
0002898,A1517466091,2759393545987385
0002899,A1335841440,5403832696090917
0002900,A2027581077,9608103340320675
0002901,A1766081867,9653219185926798
0002902,A1085857505,4462801418187371
0002903,A1163337866,5435316376486544
0002904,A1350626453,5251198661938550
0002905,A1121099383,8721705156561148
0002906,A1067425499,9625211928178523
0002907,A1678782497,9709980871087519
0002908,A1628991183,1227484368960249
0002909,A1453310721,9601394229533827
0002910,A1057874282,9552176730188389
0002911,A1504075804,8602152628776194
0002912,A1674494812,8785565345885287
0002913,A1225436170,4242496322697333
0002914,A1535194760,8659060649897762
0002915,A1945919716,5777644195543045
0002916,A1019283788,4108802740376882
0002917,A2012670094,3105253057786206
0002918,A1865870694,3735714098981224
0002919,A1755211980,2075236394257348
0002920,A1216320416,7117972848614070
0002921,A2002818389,1827177158831395
0002922,A1590293071,8796458466490459
0002923,A1422814018,5659581799361397
0002924,A1136115280,8760682863827155
0002925,A1069884182,2126194320509201
0002926,A1270165557,7514250554498401
0002927,A1808557824,4404181264925914
0002928,A2009236662,2511298674469236
0002929,A1795616493,7162352558664385
0002930,A1252382260,9366915077103290
0002931,A1530748658,1071497171245234
0002932,A1817049950,6332311378318834
0002933,A2033581442,3789268369811855
0002934,A1370415200,6835011884492208
0002935,A1395441796,7875037643445700
0002936,A2070462638,7243120326095197
0002937,A2000504043,4804339845609857
0002938,A1506919357,5354934437137915
0002939,A1939510593,9949659793158783
0002940,A1948104008,8389597126341059
0002941,A1099781016,2336738762926666
0002942,A1283786824,6904792086891857
0002943,A2052904491,4139792757938828
0002944,A1410421321,4012339047249822
0002945,A1952239878,4436461675691693
0002946,A1898016951,5814145946362609
0002947,A1395544453,7844313199192320
0002948,A1415251238,4132294555625752
0002949,A1401535549,1186899157165625
0002950,A1434862117,9039510563826514
0002951,A1958276991,1670420753996710
0002952,A1554244762,3122651254982731
0002953,A1274956751,1875737719702455
0002954,A1593553036,1137712941033275
0002955,A1741483125,5628165617920007
0002956,A2126574393,6507240119184728
0002957,A1655929982,1325444951355138
0002958,A1596642729,5333862115452840
0002959,A1218643296,7525688482044440
0002960,A1093085329,9076467367178929
0002961,A1379004060,5847460151002820
0002962,A2072416722,5703031433419182
0002963,A2061462047,4121574723138103
0002964,A1264035504,5886816249384081
0002965,A1339912121,8446969277066002
0002966,A1741517257,7441282085041287
0002967,A1480741396,4313339746796588
0002968,A1484249547,8266109687140656
0002969,A1159007781,3836387563365585
0002970,A1491427345,3632205855969627
0002971,A1802451764,2426462827992703
0002972,A1542167225,2682761052902526
0002973,A2020373758,7404405399251340
0002974,A1949871977,1510692333856654
0002975,A2097078822,4073725954386286
0002976,A1025130614,3013602068868927
0002977,A1361927015,5898969210844064
0002978,A2109274399,6959516857631275
0002979,A1259871145,9174533375813504
0002980,A1686732806,8164093728666439
0002981,A1765672449,5470924014893689
0002982,A1728887678,5777067144603534
0002983,A1272736197,8413662767642082
0002984,A1308079933,7812858910368766
0002985,A1966308043,6320491938026474
0002986,A1164981811,5193427351923836
0002987,A1417612272,2050031918227854
0002988,A2077317035,2015703377332364
0002989,A1575342744,7593513554669458
0002990,A1769597224,3214118435082275
0002991,A1855372829,3616829092403115
0002992,A1899944677,2444722760397681
0002993,A1241774360,3887814782966587
0002994,A1124728312,8057967645999392
0002995,A1015642049,1422336080861102
0002996,A1006059952,2121320716390248
0002997,A1249957662,1744240649811060
0002998,A1304588934,3110779371140617
0002999,A1133090061,7555693844552207
0003000,A1351401868,2204291181835534
0003001,A2019144933,6102995161995443
0003002,A1415131624,5707445451960298
0003003,A1101560602,1520504448757692
0003004,A1862254812,9397696823056125
0003005,A1751694213,3297161839920641
0003006,A1793401587,9326981215933672
0003007,A2102492887,5465026664721928
0003008,A1488052976,5075662424698777
0003009,A1959694323,5319935115060497
0003010,A1271092981,7014631648890288
0003011,A1202026919,9140164026835236
0003012,A1014420715,2984867629549724
0003013,A1943536895,6866703757148904
0003014,A1368479993,9250964516008163
0003015,A1734804623,5197600923465437
0003016,A1341120558,6493241898136174
0003017,A1398049025,4821012282287125
0003018,A1364881122,4109006067392643
0003019,A1218195364,5165486420273327
0003020,A1475525719,5728859013875102
0003021,A1470465774,8670315245058726
0003022,A2145793069,6178331712575327
0003023,A2099300666,6782619513122941
0003024,A1132227304,8822451334602775
0003025,A1621996918,6757045862140620
0003026,A1621091667,8064665298780614
0003027,A1015724861,5851628088266931
0003028,A1088283845,9004252031936194
0003029,A1721680040,8722693860311580
0003030,A1630384066,8401744578193811
0003031,A1118272384,4670728121378446
0003032,A1551733120,9200100015806492
0003033,A1777094239,6776515290192691
0003034,A1138846924,4053404597106222
0003035,A2083903286,3084905959985608
0003036,A1607966806,7983376773519601
0003037,A1066962348,6839983871008210
0003038,A1146529995,4606332598772309
0003039,A1199001331,3997548096660631
0003040,A1167309899,4326424074556377
0003041,A1538855094,4677829683808748
0003042,A1317841866,1109451951517231
0003043,A1168607790,1551096475569457
0003044,A1590751712,8776432822881500
0003045,A1109494458,9034322927982234
0003046,A2034784302,2191108769193461
0003047,A1789858715,1891881217393171
0003048,A1979083777,5419056725617606
0003049,A1091615109,9778368410643955
0003050,A1160725941,3766563262025520
0003051,A1116608064,5782690334500911
0003052,A1199360157,6862636293755748
0003053,A1169540370,7008410429754540
0003054,A1107970265,4446002174322802
0003055,A2121348352,5891789580635509
0003056,A1613606807,1290478955720095
0003057,A1902560601,3444745928064392
0003058,A1350201429,5117194534345428
0003059,A1728820500,6547176792587727
0003060,A1741926493,2774352713310833
0003061,A1521126843,1061819377845331
0003062,A1172682736,4718826639937425
0003063,A1999338271,9295160831716866
0003064,A1308883289,7786323551826982
0003065,A1502839082,6348220874458789
0003066,A1421641188,8884183495272671
0003067,A1446015384,5905889094878894
0003068,A1572771045,4181605913218172
0003069,A1432998215,8167868916654958
0003070,A1001982379,5847310613154594
0003071,A1014892056,5510633052340576
0003072,A1209654268,6759510043841828
0003073,A2102572044,8440620521729628
0003074,A1518893180,6974612019953179
0003075,A1306036812,5656358956584223
0003076,A1844514936,8802824787689735
0003077,A1636045573,3409283876629932
0003078,A2113251092,3320904468684636
0003079,A1107505679,9594941568802132
0003080,A1823984541,7958280765509575
0003081,A1296847226,8822510544478502
0003082,A1236665594,3305846432756905
0003083,A2140935415,3299521495887107
0003084,A1390360700,4659289614435628
0003085,A1937660447,9428401289312769
0003086,A1955289263,3092062985252469
0003087,A1594574369,6772371893650441
0003088,A1241803126,5026884434380268
0003089,A1338184621,1385296531897285
0003090,A1939099856,1801176871645683
0003091,A1829244303,3185031114823397
0003092,A1589297269,2741561681521013
0003093,A1834790238,1544095733505125
0003094,A1303793982,7675100265033033
0003095,A2042968647,2926967687499940
0003096,A1792966083,2377201138925031
0003097,A1884478688,3350622275028785
0003098,A1937744835,2799321021859089
0003099,A1788692723,1431724547956261
0003100,A1128750653,9203760829205498
0003101,A1010959994,2583046524983446
0003102,A1309073757,6557726524742585
0003103,A2142539654,3732299176868395
0003104,A1099343474,1945103825479672
0003105,A1659769240,3280662990972714
0003106,A1364866755,3716259230999168
0003107,A1470217469,6433035690080953
0003108,A2057881156,1428407484505545
0003109,A2104349705,9149003213857100
0003110,A2057779853,8436091723098371
0003111,A1427944498,6537644223403347
0003112,A1054819459,3296769860920537
0003113,A1510624955,6756120363692409
0003114,A1800144881,7258207386449019
0003115,A1663712655,7158010924055183
0003116,A1631742197,3180231795186580
0003117,A1266297483,4324172577154652
0003118,A1216199859,7321790637707252
0003119,A1371332654,1788736621546391
0003120,A1388587697,3762452674087232
0003121,A1138787955,1664792252962073
0003122,A1685558042,7422700254074595
0003123,A1026472768,5744771799838930
0003124,A1383159796,8856782069601388
0003125,A1730650750,7412297091748282
0003126,A1046306500,4091561642703963
0003127,A1770731135,4706778369687714
0003128,A1110547547,7207793251119191
0003129,A1458275880,2660765992158534
0003130,A1965111459,7517508125080332
0003131,A1502013216,1957168539936676
0003132,A2014951546,6187187065934151
0003133,A1426952480,9828661097353105
0003134,A1764741598,5747278874354599
0003135,A2088167030,9083419654673904
0003136,A1096302737,5965033499094934
0003137,A1458470324,3549261076971748
0003138,A1877728438,7002753790556742
0003139,A1056093056,1221496544569988
0003140,A1023496407,2782630557619343
0003141,A1661920332,2638022982272635
0003142,A1953158544,9067802978996134
0003143,A1378219691,7770157922251100
0003144,A1329125481,7014498742629004
0003145,A1450717008,1046977489594994
0003146,A2087981705,2332286981243734
0003147,A2102161704,3839045466957323
0003148,A2059045805,4973712549682470
0003149,A1485877518,7053171849544147
0003150,A1502087001,8520565859656904
0003151,A1272389197,4164406480460305
0003152,A1506598255,1806452741092558
0003153,A2046530133,2058905110156167
0003154,A1837379626,7788855081948754
0003155,A1979744935,2014483865347622
0003156,A1437863742,4349156969557763
0003157,A1012262110,1906640388892095
0003158,A1679900041,1539759489435850
0003159,A2028426101,6885245976643103
0003160,A1415518677,4665001430146310
0003161,A1375507492,9028477792495920
0003162,A1670566435,1444996738500922
0003163,A1665141438,9561709392405245
0003164,A1618397253,1325114912733817
0003165,A1906353575,3076751760501903
0003166,A1956345624,1621976439592287
0003167,A1947755810,1376583937040149
0003168,A1892313670,4841818576139254
0003169,A1774740275,6803790936246469
0003170,A2033047077,5907174249212067
0003171,A1694220651,5949179973939036
0003172,A1892612951,4622578187603772
0003173,A2013009191,3424963915694870
0003174,A1342290541,8217404347874474
0003175,A1856182401,5245931015815253
0003176,A1971004212,8223868484630075
0003177,A1368902570,1565345162632694
0003178,A1472391176,5825531542884174
0003179,A2059588454,5946560351866591
0003180,A1208544515,9182938546412057
0003181,A1028743869,7114424346545351
0003182,A1550705178,9405298153759349
0003183,A1367128218,1107771184541735
0003184,A1801939739,9555573481970124
0003185,A1304687731,5748814831591795
0003186,A2009347963,1283386595958873
0003187,A1769120065,8460652985799223
0003188,A1530601451,6209050753418290
0003189,A1976373082,2739863711236483
0003190,A1395943855,8690369486760176
0003191,A1455642559,7309616742420253
0003192,A1755845079,3459224621029799
0003193,A1016946079,3395933958406328
0003194,A1663703310,5736349781160973
0003195,A1001126328,6603581520097715
0003196,A1900934931,2315339810767167
0003197,A1143975779,1394048656631738
0003198,A1585315057,5603266317222855
0003199,A1645304437,6063805919053736
0003200,A2059854921,6661380576654343
0003201,A1542158822,9773991624174015
0003202,A2119198926,3716094932459567
0003203,A1504253678,6461460532895902
0003204,A1134663529,8783655078874525
0003205,A1478788133,1826809837243032
0003206,A1059136848,5152805196054690
0003207,A1424831279,1591680114245239
0003208,A1005983695,2976248382963207
0003209,A1384132110,8982946227063504
0003210,A1321262242,1866997773954185
0003211,A1025194440,1820206267345532
0003212,A1914824773,1953303659623579
0003213,A1726573361,1230678138874865
0003214,A1989872288,4111269858538792
0003215,A1865346296,1073038226103935
0003216,A1863892156,1835517147764564
0003217,A1892230028,5597458319110007
0003218,A1165735472,5980648560697003
0003219,A1795704744,5205354977977433
0003220,A1397932122,6765312047331486
0003221,A1068798824,2435247355944627
0003222,A1623997988,1858593379634487
0003223,A1146992564,6580055998735060
0003224,A1862135731,4765129149221270
0003225,A1729032377,5568242574804102
0003226,A1582748885,3259805029032100
0003227,A1724945397,6237122481474290
0003228,A1883548883,5521757462695393
0003229,A1699253312,8897701658395576
0003230,A1084767536,1934288067479485
0003231,A1913475344,3577615044653660
0003232,A2039663267,8224208426760224
0003233,A1033075134,2892954892144448
0003234,A1464978822,6622821952554611
0003235,A1497619074,1236037018323291
0003236,A1763570514,5581922014124059
0003237,A1967620693,2670265829455499
0003238,A1624044107,7435153315281895
0003239,A1712169099,3609712369134898
0003240,A2061412604,9409753629608916
0003241,A1270792269,1488046356457679
0003242,A1398502905,9597330521875141
0003243,A1058236193,7563644473440340
0003244,A1612550726,5311228013668502
0003245,A1342812666,3038982596143003
0003246,A1368720660,4026943552857203
0003247,A1565736243,9495544043157795
0003248,A1564453803,3075562892640221
0003249,A1484798927,3270081261424615
0003250,A1374484665,3568618256144961
0003251,A1607214243,1934493134832011
0003252,A1797316685,2523053461347755
0003253,A2097720233,1777392716387064
0003254,A2102198208,6532112680182774
0003255,A1391211831,3784902173590376
0003256,A1201281344,3205768153961708
0003257,A1116519205,3693751695827687
0003258,A1207537655,4887713099142094
0003259,A1974737894,7696739384124834
0003260,A1686162809,9323158773272492
0003261,A1643235026,7519584449950262
0003262,A1220512944,1041855343767349
0003263,A1877652751,6435211715159290
0003264,A1443633092,4282274732495507
0003265,A1464987655,5792395139634314
0003266,A1675421888,2358779992906605
0003267,A1242882059,3223698910643130
0003268,A1095150718,3023287398748665
0003269,A1641536096,4134762970467799
0003270,A1327541753,8608441148263139
0003271,A1857080024,4227947324542339
0003272,A1422204759,4599762490125281
0003273,A1385459043,2338833837430467
0003274,A1380238182,4695050567705563
0003275,A1494723773,7434364294114767
0003276,A1807473786,7980755490953178
0003277,A1758713402,3347609963379594
0003278,A2035517663,4476761270994597
0003279,A1798513000,5298761654962970
0003280,A1525312860,6697810569070922
0003281,A1807057758,5314657578267704
0003282,A1725415583,6757232610543274
0003283,A1101401449,1335556921926326
0003284,A1503732977,3274250710199460
0003285,A1707310684,8922681685286483
0003286,A1419947983,6866048955889229
0003287,A1059081363,8698509261540074
0003288,A1886298782,6618213362608312
0003289,A1954751592,8600469097511859
0003290,A1555225793,7048520693010007
0003291,A1448313078,8903091656410232
0003292,A1744073589,6652347793803929
0003293,A2012818270,8190626616771315
0003294,A2065521362,6537901176451985
0003295,A1880079826,2999874910733591
0003296,A1678037055,3574209055540795
0003297,A1965264700,3969179684327126
0003298,A2135674013,4656769679993011
0003299,A1096016952,9378492886964440
0003300,A1199654405,8201260481567635
0003301,A1038649974,6440542542870361
0003302,A1241179625,1434672043711590
0003303,A1558304693,9711659232703339
0003304,A2038887748,5349970686754222
0003305,A1498746303,2106240431606081
0003306,A1957359484,1048776846183383
0003307,A1661393269,3170341060262600
0003308,A1535123450,6783962640793410
0003309,A1110705157,4608856952463219
0003310,A1846807498,6082869572738547
0003311,A1087202241,7377846699893660
0003312,A1321342337,9054007910973585
0003313,A1428159613,6011053325652028
0003314,A1727020147,1939090738625496
0003315,A1291173417,9422555986192089
0003316,A2116538609,5995582535505292
0003317,A1616924567,3244275993297160
0003318,A1519951073,6378467060309194
0003319,A1271635325,6106034896565798
0003320,A1026480749,2023343768258149
0003321,A2035901974,7737200546287897
0003322,A1637042006,8464306379721239
0003323,A1979958200,2391423430522324
0003324,A1263060585,5150646350377233
0003325,A1261771049,9485271922312502
0003326,A1275869144,2913360873614065
0003327,A1568658730,2110997786132742
0003328,A1216210484,2803029038385935
0003329,A1885365075,6605843019993795
0003330,A1504694747,1389864439479730
0003331,A1056198470,4150467349877095
0003332,A1604263336,7577362842018900
0003333,A2049789425,7287266419582496
0003334,A1082502163,2071234146041591
0003335,A1063531941,3775443280936295
0003336,A1547221264,3024970168931949
0003337,A1484450924,9966793041926740
0003338,A1292630420,5747563099123458
0003339,A1919585832,7429044459341715
0003340,A1100748584,8052340228584632
0003341,A1761514059,4727609520015590
